Bid Amount($),Team Name,Player Name,Rand,Won?
44.44444444444444,Team 2,Drew Meyer,0.9605786308816314,True
44.44444444444444,Team 2,Chris McGuiness,0.6944361204665425,True
44.44444444444444,Team 1,Akeel Morris,0.6388238628875991,True
44.44444444444444,Team 1,Pedro Severino,0.4378934457318845,True
44.44444444444444,Team 1,Ryan Buchter,0.4109364361223016,True
44.44444444444444,Team 2,Lee Gronkiewicz,0.361221632599074,True
22.22222222222222,Team 1,Chris McGuiness,0.8084263163493995,False
22.22222222222222,Team 2,Akeel Morris,0.7778938097294109,False
22.22222222222222,Team 1,Drew Meyer,0.24928000011562468,False
22.22222222222222,Team 1,Lee Gronkiewicz,0.08775659884392928,False
22.22222222222222,Team 2,Pedro Severino,0.054114433801052964,False
22.22222222222222,Team 2,Ryan Buchter,0.05066393081495135,False
